sample,relpath,obfuscation_transformation,mutant_id,size_orig,size_obf,call_ind_orig,call_ind_obf,max_nesting_orig,max_nesting_obf,obf_time,valid_orig,valid_obf,run_time_orig,run_orig,run_time_obf,run_obf,disassembly_ok_orig,disassembly_ok_obf,wat_similarity,cfg_similarity,func_symbols_orig,func_symbols_obf,type_symbols_orig,type_symbols_obf,spec_valid_orig,spec_valid_obf,semantic_equivalence_bool,spec_violation_count,undefined_behavior_risk,spec_errors_orig,spec_errors_obf
7.wasm,7.wasm,function_sig_insertion,mut0,77572,78792,6,6,10,10,5761.49,yes,yes,105.7,ok,353.73,err,yes,yes,99.46,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
3.wasm,3.wasm,function_insertion,mut2,79883,124543,6,6,8,8,6745.87,yes,yes,103.68,ok,343.75,err,yes,yes,52.87,100.0,8,8,78,178,yes,no,no,1,yes,,file_not_found
3.wasm,3.wasm,offset_expansion,mut16,79883,86150,6,6,8,8,6174.35,yes,yes,103.68,ok,327.68,err,yes,yes,91.75,100.0,8,8,78,78,yes,no,no,1,yes,,file_not_found
3.wasm,3.wasm,eqz_transformation,mut15,79883,80101,6,6,8,8,6953.62,yes,yes,103.68,ok,330.01,err,yes,yes,99.79,100.0,8,8,78,78,yes,no,no,1,yes,,file_not_found
6.wasm,6.wasm,mba_transformation,mut17,77572,142963,6,6,10,10,6762.63,yes,yes,96.51,ok,437.1,err,yes,yes,65.53,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
11.wasm,11.wasm,shift_transformation,mut14,103520,110203,7,7,8,8,7991.15,yes,yes,120.13,ok,365.27,err,yes,yes,65.82,100.0,5,5,95,95,yes,no,no,1,yes,,file_not_found
worker_profiled.wasm,worker_profiled.wasm,opaque_predicate_insertion,mut11,94270,117213,2,2,6,6,7279.35,yes,yes,104.83,ok,360.49,err,yes,yes,57.25,100.0,13,13,46,46,yes,no,no,1,yes,,file_not_found
7.wasm,7.wasm,global_insertion,mut4,77572,78536,6,6,10,10,6587.02,yes,yes,105.7,ok,364.57,err,yes,yes,99.57,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
7.wasm,7.wasm,import_insertion,mut1,77572,80280,6,6,10,10,6559.94,yes,yes,105.7,ok,403.57,err,yes,yes,96.78,100.0,7,7,79,178,yes,no,no,1,yes,,file_not_found
7.wasm,7.wasm,data_insertion,mut7,77572,168043,6,6,10,69,6651.37,yes,yes,105.7,ok,381.36,err,yes,yes,90.55,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
7.wasm,7.wasm,element_insertion,mut5,77572,78415,6,6,10,10,7088.59,yes,yes,105.7,ok,393.58,err,yes,yes,99.66,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
7.wasm,7.wasm,function_body_cloning,mut3,77572,143447,6,12,10,10,7389.98,yes,yes,105.7,ok,444.71,err,yes,yes,33.57,100.0,7,7,79,144,yes,no,no,1,yes,,file_not_found
7.wasm,7.wasm,export_insertion,mut6,77572,80335,6,6,10,10,6920.66,yes,yes,105.7,ok,355.71,err,yes,yes,99.66,100.0,7,106,79,79,yes,no,no,1,yes,,file_not_found
7.wasm,7.wasm,data_encryption,mut8,77572,85395,6,6,10,263,6511.68,yes,yes,105.7,ok,384.51,err,yes,yes,96.14,100.0,7,7,79,81,yes,no,no,1,yes,,file_not_found
3.wasm,3.wasm,function_body_cloning,mut3,79883,148050,6,12,8,8,5885.22,yes,yes,103.68,ok,444.86,err,yes,yes,52.02,100.0,8,8,78,142,yes,no,no,1,yes,,file_not_found
3.wasm,3.wasm,shift_transformation,mut14,79883,86026,6,6,8,8,6608.52,yes,yes,103.68,ok,392.62,err,yes,yes,57.5,100.0,8,8,78,78,yes,no,no,1,yes,,file_not_found
6.wasm,6.wasm,constant_value_splitting,mut18,77572,97601,6,6,10,10,6191.62,yes,yes,96.51,ok,349.65,err,yes,yes,65.33,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
7.wasm,7.wasm,function_insertion,mut2,77572,125383,6,6,10,10,6609.43,yes,yes,105.7,ok,430.03,err,yes,yes,57.59,100.0,7,7,79,179,yes,no,no,1,yes,,file_not_found
7.wasm,7.wasm,add_sub_transformation,mut13,77572,77623,6,6,10,10,7503.42,yes,yes,105.7,ok,373.42,err,yes,yes,99.66,100.0,7,7,79,79,yes,no,no,1,yes,,file_not_found
1.wasm,1.wasm,opaque_predicate_insertion,mut11,73010,103146,6,6,6,6,5814.69,yes,yes,91.58,ok,381.14,err,yes,yes,44.46,100.0,21,21,121,121,yes,no,no,1,yes,,file_not_found
11.wasm,11.wasm,function_body_cloning,mut3,103520,195133,7,14,8,8,6587.39,yes,yes,120.13,ok,458.82,err,yes,yes,48.26,100.0,5,5,95,181,yes,no,no,1,yes,,file_not_found
7.wasm,7.wasm,direct_to_indirect,mut12,77572,78320,6,234,10,10,6329.21,yes,yes,105.7,ok,388.29,err,yes,yes,98.95,100.0,7,7,79,307,yes,no,no,1,yes,,file_not_found
worker_profiled.wasm,worker_profiled.wasm,constant_value_splitting,mut18,94270,123375,2,2,6,6,9673.9,yes,yes,104.83,ok,385.99,err,yes,yes,41.43,100.0,13,13,46,46,yes,no,no,1,yes,,file_not_found
nightcrypto_yara.wasm,nightcrypto_yara.wasm,function_sig_insertion,mut0,68796,70014,6,6,6,6,6359.45,yes,yes,104.37,ok,331.61,err,yes,yes,99.42,100.0,23,23,83,83,yes,no,no,1,yes,,file_not_found
