sample,relpath,obfuscation_transformation,mutant_id,size_orig,size_obf,call_ind_orig,call_ind_obf,max_nesting_orig,max_nesting_obf,obf_time,valid_orig,valid_obf,run_time_orig,run_orig,run_time_obf,run_obf,disassembly_ok_orig,disassembly_ok_obf,wat_similarity,cfg_similarity,func_symbols_orig,func_symbols_obf,type_symbols_orig,type_symbols_obf,spec_valid_orig,spec_valid_obf,semantic_equivalence_bool,spec_violation_count,undefined_behavior_risk,spec_errors_orig,spec_errors_obf
3o3u.wasm,3o3u.wasm,eqz_transformation,mut15,4828,4828,0,0,4,4,3075.92,yes,yes,16.58,ok,70.53,err,yes,yes,100.0,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
4o3u.wasm,4o3u.wasm,add_sub_transformation,mut13,4863,4863,0,0,4,4,3424.52,yes,yes,20.11,ok,97.2,err,yes,yes,99.38,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
5o2u.wasm,5o2u.wasm,constant_value_splitting,mut18,4863,6815,0,0,4,4,3695.26,yes,yes,37.92,ok,102.79,err,yes,yes,72.17,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
2o3u.wasm,2o3u.wasm,constant_value_splitting,mut18,4793,6731,0,0,4,4,3754.84,yes,yes,38.27,ok,135.44,err,yes,yes,71.88,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
5o1u.wasm,5o1u.wasm,constant_value_splitting,mut18,4828,6774,0,0,4,4,3858.85,yes,yes,38.54,ok,91.94,err,yes,yes,72.1,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
3o3u.wasm,3o3u.wasm,mba_transformation,mut17,4828,4891,0,0,4,4,2783.58,yes,yes,16.58,ok,71.16,err,yes,yes,99.72,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
4o3u.wasm,4o3u.wasm,offset_expansion,mut16,4863,5796,0,0,4,4,3752.11,yes,yes,20.11,ok,53.33,err,yes,yes,87.97,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,import_insertion,mut1,4933,4933,0,0,4,4,3771.86,yes,yes,41.91,ok,32.28,err,yes,yes,100.0,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
5o1u.wasm,5o1u.wasm,constant_value_transformation,mut19,4828,7441,0,0,4,4,3785.33,yes,yes,38.54,ok,96.66,err,yes,yes,79.11,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
3o1u.wasm,3o1u.wasm,add_sub_transformation,mut13,4757,4757,0,0,4,4,2593.38,yes,yes,32.86,ok,180.82,err,yes,yes,99.38,100.0,1,1,7,7,yes,no,no,1,yes,,file_not_found
