sample,relpath,obfuscation_transformation,pipeline_depth,mutant_id,size_orig,size_obf,call_ind_orig,call_ind_obf,max_nesting_orig,max_nesting_obf,obf_time,valid_orig,valid_obf,run_time_orig,run_orig,run_time_obf,run_obf,disassembly_ok_orig,disassembly_ok_obf,wat_similarity,cfg_similarity,spec_valid_orig,spec_valid_obf,semantic_equivalence_bool,spec_violation_count,undefined_behavior_risk,spec_errors_orig,spec_errors_obf
7o2u.wasm,7o2u.wasm,element_insertion,1,pipe5,4933,5579,0,0,4,4,3586.14,yes,yes,21.54,ok,30.1,ok,yes,yes,97.22,100.0,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,function_sig_insertion,1,pipe0,4933,6095,0,0,4,4,3665.54,yes,yes,21.54,ok,72.41,ok,yes,yes,94.79,100.0,yes,no,no,1,yes,,file_not_found
3o1u.wasm,3o1u.wasm,offset_expansion,1,pipe16,4757,5690,0,0,4,4,4114.83,yes,yes,26.67,ok,32.88,ok,yes,yes,87.83,100.0,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,export_insertion,1,pipe6,4933,8248,0,0,4,4,3879.51,yes,yes,21.54,ok,37.27,ok,yes,yes,96.16,100.0,yes,no,no,1,yes,,file_not_found
4o3u.wasm,4o3u.wasm,constant_value_splitting,1,pipe18,4863,6814,0,0,4,4,3435.8,yes,yes,10.6,ok,144.37,ok,yes,yes,72.2,100.0,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,mba_transformation,1,pipe17,4933,4996,0,0,4,4,3053.41,yes,yes,21.54,ok,50.35,ok,yes,yes,99.72,100.0,yes,no,no,1,yes,,file_not_found
4o3u.wasm,4o3u.wasm,constant_value_transformation,1,pipe19,4863,7484,0,0,4,4,3187.41,yes,yes,10.6,ok,21.97,ok,yes,yes,79.15,100.0,yes,no,no,1,yes,,file_not_found
3o3u.wasm,3o3u.wasm,function_body_cloning,1,pipe3,4828,9597,0,0,4,4,3770.42,yes,yes,10.18,ok,102.05,ok,yes,yes,62.34,100.0,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,direct_to_indirect,1,pipe12,4933,5092,0,47,4,4,3006.55,yes,yes,21.54,ok,42.44,ok,yes,yes,97.8,100.0,yes,no,no,1,yes,,file_not_found
3o3u.wasm,3o3u.wasm,add_sub_transformation,1,pipe13,4828,4828,0,0,4,4,3545.37,yes,yes,10.18,ok,64.34,ok,yes,yes,99.38,100.0,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,global_insertion,1,pipe4,4757,4757,0,0,4,4,3398.26,yes,yes,10.32,ok,28.84,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
3o1u.wasm,3o1u.wasm,constant_value_splitting,1,pipe18,4757,6692,0,0,4,4,3487.23,yes,yes,26.67,ok,32.44,ok,yes,yes,71.96,100.0,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,import_insertion,1,pipe1,4757,4757,0,0,4,4,3282.99,yes,yes,10.32,ok,31.36,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
3o1u.wasm,3o1u.wasm,constant_value_transformation,1,pipe19,4757,7355,0,0,4,4,3600.05,yes,yes,26.67,ok,38.61,ok,yes,yes,79.04,100.0,yes,no,no,1,yes,,file_not_found
3o3u.wasm,3o3u.wasm,offset_expansion,1,pipe16,4828,5761,0,0,4,4,3394.74,yes,yes,10.18,ok,84.92,ok,yes,yes,87.92,100.0,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,data_encryption,1,pipe8,4757,5060,0,0,4,4,3562.56,yes,yes,10.32,ok,15.79,ok,yes,yes,97.71,100.0,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,data_insertion,1,pipe7,4757,4757,0,0,4,4,3320.63,yes,yes,10.32,ok,80.08,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,element_insertion,1,pipe5,4757,5403,0,0,4,4,3531.46,yes,yes,10.32,ok,67.78,ok,yes,yes,97.16,100.0,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,function_sig_insertion,1,pipe0,4757,5994,0,0,4,4,3184.72,yes,yes,10.32,ok,66.66,ok,yes,yes,94.4,100.0,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,export_insertion,1,pipe6,4757,7879,0,0,4,4,3892.22,yes,yes,10.32,ok,47.55,ok,yes,yes,96.22,100.0,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,shift_transformation,1,pipe14,4757,4757,0,0,4,4,3075.0,yes,yes,10.32,ok,15.19,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
5o1u.wasm,5o1u.wasm,function_insertion,1,pipe2,4828,29929,0,0,4,4,4647.49,yes,yes,24.79,ok,171.57,ok,yes,yes,30.67,100.0,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,eqz_transformation,1,pipe15,4757,4757,0,0,4,4,3109.65,yes,yes,10.32,ok,36.34,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,mba_transformation,1,pipe17,4757,4820,0,0,4,4,2701.19,yes,yes,10.32,ok,50.71,ok,yes,yes,99.71,100.0,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,function_body_cloning,1,pipe3,4933,9804,0,0,4,4,3641.64,yes,yes,21.54,ok,42.67,ok,yes,yes,65.79,100.0,yes,no,no,1,yes,,file_not_found
2o3u.wasm,2o3u.wasm,nop_insertion,1,pipe9,4793,7171,0,0,4,4,4645.99,yes,yes,21.57,ok,185.93,ok,yes,yes,74.59,100.0,yes,no,no,1,yes,,file_not_found
5o1u.wasm,5o1u.wasm,nop_insertion,1,pipe9,4828,7225,0,0,4,4,5386.64,yes,yes,24.79,ok,122.61,ok,yes,yes,74.59,100.0,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,direct_to_indirect,1,pipe12,4757,4857,0,27,4,4,3008.01,yes,yes,10.32,ok,17.51,ok,yes,yes,98.73,100.0,yes,no,no,1,yes,,file_not_found
3o3u.wasm,3o3u.wasm,constant_value_splitting,1,pipe18,4828,6774,0,0,4,4,3150.69,yes,yes,10.18,ok,128.6,ok,yes,yes,72.11,100.0,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,add_sub_transformation,1,pipe13,4933,4933,0,0,4,4,3307.11,yes,yes,21.54,ok,153.63,ok,yes,yes,99.39,100.0,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,offset_expansion,1,pipe16,4933,5866,0,0,4,4,3167.74,yes,yes,21.54,ok,35.89,ok,yes,yes,88.06,100.0,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,import_insertion,1,pipe1,4933,4933,0,0,4,4,3273.24,yes,yes,10.64,ok,12.26,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
4o3u.wasm,4o3u.wasm,function_insertion,1,pipe2,4863,35439,0,0,4,4,3812.08,yes,yes,10.6,ok,219.58,ok,yes,yes,24.07,100.0,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,global_insertion,1,pipe4,4933,4933,0,0,4,4,3333.55,yes,yes,10.64,ok,49.16,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
2o3u.wasm,2o3u.wasm,function_insertion,1,pipe2,4793,38371,0,0,4,4,4391.19,yes,yes,21.57,ok,211.89,ok,yes,yes,23.96,100.0,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,element_insertion,1,pipe5,4933,5579,0,0,4,4,3092.03,yes,yes,10.64,ok,99.04,ok,yes,yes,97.22,100.0,yes,no,no,1,yes,,file_not_found
5o2u.wasm,5o2u.wasm,nop_insertion,1,pipe9,4863,7279,0,0,4,4,5043.56,yes,yes,20.87,ok,37.13,ok,yes,yes,74.6,100.0,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,data_insertion,1,pipe7,4933,4933,0,0,4,4,3379.1,yes,yes,10.64,ok,17.95,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
3o3u.wasm,3o3u.wasm,constant_value_transformation,1,pipe19,4828,7441,0,0,4,4,3038.08,yes,yes,10.18,ok,92.61,ok,yes,yes,79.11,100.0,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,function_sig_insertion,1,pipe0,4933,6179,0,0,4,4,3350.61,yes,yes,10.64,ok,73.99,ok,yes,yes,94.52,100.0,yes,no,no,1,yes,,file_not_found
5o2u.wasm,5o2u.wasm,function_insertion,1,pipe2,4863,38355,0,0,4,4,4127.83,yes,yes,20.87,ok,199.28,ok,yes,yes,21.69,100.0,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,export_insertion,1,pipe6,4933,7980,0,0,4,4,3502.35,yes,yes,10.64,ok,44.23,ok,yes,yes,96.35,100.0,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,data_encryption,1,pipe8,4933,5236,0,0,4,4,3401.09,yes,yes,10.64,ok,19.85,ok,yes,yes,97.76,100.0,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,shift_transformation,1,pipe14,4933,4933,0,0,4,4,2887.29,yes,yes,10.64,ok,110.57,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,function_body_cloning,1,pipe3,4757,9457,0,0,4,4,3499.05,yes,yes,10.32,ok,56.02,ok,yes,yes,66.47,100.0,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,mba_transformation,1,pipe17,4933,4996,0,0,4,4,2712.07,yes,yes,10.64,ok,34.99,ok,yes,yes,99.72,100.0,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,eqz_transformation,1,pipe15,4933,4933,0,0,4,4,3303.26,yes,yes,10.64,ok,36.52,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,constant_value_splitting,1,pipe18,4933,6896,0,0,4,4,2708.13,yes,yes,21.54,ok,40.03,ok,yes,yes,72.35,100.0,yes,no,no,1,yes,,file_not_found
4o3u.wasm,4o3u.wasm,nop_insertion,1,pipe9,4863,7279,0,0,4,4,4630.18,yes,yes,10.6,ok,15.44,ok,yes,yes,74.6,100.0,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,offset_expansion,1,pipe16,4757,5690,0,0,4,4,3055.11,yes,yes,10.32,ok,37.72,ok,yes,yes,87.83,100.0,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,direct_to_indirect,1,pipe12,4933,5092,0,47,4,4,2866.07,yes,yes,10.64,ok,26.61,ok,yes,yes,97.8,100.0,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,add_sub_transformation,1,pipe13,4757,4757,0,0,4,4,3157.54,yes,yes,10.32,ok,23.91,ok,yes,yes,99.38,100.0,yes,no,no,1,yes,,file_not_found
7o3u.wasm,7o3u.wasm,import_insertion,1,pipe1,4968,4968,0,0,4,4,3819.85,yes,yes,20.16,ok,109.59,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
7o3u.wasm,7o3u.wasm,global_insertion,1,pipe4,4968,4968,0,0,4,4,3417.65,yes,yes,20.16,ok,51.28,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
7o3u.wasm,7o3u.wasm,data_insertion,1,pipe7,4968,4968,0,0,4,4,3439.71,yes,yes,20.16,ok,17.12,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
7o3u.wasm,7o3u.wasm,data_encryption,1,pipe8,4968,5271,0,0,4,4,3361.3,yes,yes,20.16,ok,36.48,ok,yes,yes,97.77,100.0,yes,no,no,1,yes,,file_not_found
7o3u.wasm,7o3u.wasm,element_insertion,1,pipe5,4968,5614,0,0,4,4,3318.84,yes,yes,20.16,ok,83.23,ok,yes,yes,97.23,100.0,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,constant_value_transformation,1,pipe19,4933,7570,0,0,4,4,3236.06,yes,yes,21.54,ok,89.35,ok,yes,yes,79.22,100.0,yes,no,no,1,yes,,file_not_found
7o3u.wasm,7o3u.wasm,function_sig_insertion,1,pipe0,4968,6223,0,0,4,4,3448.15,yes,yes,20.16,ok,101.9,ok,yes,yes,94.54,100.0,yes,no,no,1,yes,,file_not_found
7o3u.wasm,7o3u.wasm,shift_transformation,1,pipe14,4968,4968,0,0,4,4,2766.84,yes,yes,20.16,ok,19.42,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
7o3u.wasm,7o3u.wasm,eqz_transformation,1,pipe15,4968,4968,0,0,4,4,2867.1,yes,yes,20.16,ok,16.29,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
7o3u.wasm,7o3u.wasm,export_insertion,1,pipe6,4968,7781,0,0,4,4,3851.65,yes,yes,20.16,ok,75.72,ok,yes,yes,96.53,100.0,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,function_body_cloning,1,pipe3,4933,9804,0,0,4,4,3378.72,yes,yes,10.64,ok,78.89,ok,yes,yes,64.61,100.0,yes,no,no,1,yes,,file_not_found
7o3u.wasm,7o3u.wasm,mba_transformation,1,pipe17,4968,5031,0,0,4,4,3030.17,yes,yes,20.16,ok,105.54,ok,yes,yes,99.72,100.0,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,constant_value_splitting,1,pipe18,4757,6693,0,0,4,4,2564.24,yes,yes,10.32,ok,148.82,ok,yes,yes,71.81,100.0,yes,no,no,1,yes,,file_not_found
3o1u.wasm,3o1u.wasm,nop_insertion,1,pipe9,4757,7117,0,0,4,4,3826.9,yes,yes,26.67,ok,43.06,ok,yes,yes,74.58,100.0,yes,no,no,1,yes,,file_not_found
7o3u.wasm,7o3u.wasm,direct_to_indirect,1,pipe12,4968,5139,0,51,4,4,3465.69,yes,yes,20.16,ok,53.7,ok,yes,yes,98.22,100.0,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,add_sub_transformation,1,pipe13,4933,4933,0,0,4,4,3305.83,yes,yes,10.64,ok,27.36,ok,yes,yes,99.39,100.0,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,constant_value_transformation,1,pipe19,4757,7355,0,0,4,4,2704.29,yes,yes,10.32,ok,113.27,ok,yes,yes,79.04,100.0,yes,no,no,1,yes,,file_not_found
4o1u.wasm,4o1u.wasm,data_insertion,1,pipe7,4793,4793,0,0,4,4,3019.71,yes,yes,10.25,ok,16.73,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
4o1u.wasm,4o1u.wasm,element_insertion,1,pipe5,4793,5439,0,0,4,4,2981.04,yes,yes,10.25,ok,76.67,ok,yes,yes,97.17,100.0,yes,no,no,1,yes,,file_not_found
4o1u.wasm,4o1u.wasm,import_insertion,1,pipe1,4793,4793,0,0,4,4,3318.92,yes,yes,10.25,ok,16.81,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
3o3u.wasm,3o3u.wasm,nop_insertion,1,pipe9,4828,7225,0,0,4,4,3364.92,yes,yes,10.18,ok,18.85,ok,yes,yes,74.59,100.0,yes,no,no,1,yes,,file_not_found
4o1u.wasm,4o1u.wasm,global_insertion,1,pipe4,4793,4793,0,0,4,4,3577.21,yes,yes,10.25,ok,16.1,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
4o1u.wasm,4o1u.wasm,export_insertion,1,pipe6,4793,7838,0,0,4,4,3215.05,yes,yes,10.25,ok,98.26,ok,yes,yes,96.29,100.0,yes,no,no,1,yes,,file_not_found
4o1u.wasm,4o1u.wasm,function_sig_insertion,1,pipe0,4793,5949,0,0,4,4,3071.52,yes,yes,10.25,ok,133.23,ok,yes,yes,94.75,100.0,yes,no,no,1,yes,,file_not_found
4o1u.wasm,4o1u.wasm,data_encryption,1,pipe8,4793,5096,0,0,4,4,3310.19,yes,yes,10.25,ok,17.01,ok,yes,yes,97.72,100.0,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,offset_expansion,1,pipe16,4933,5866,0,0,4,4,2840.28,yes,yes,10.64,ok,87.42,ok,yes,yes,88.06,100.0,yes,no,no,1,yes,,file_not_found
4o1u.wasm,4o1u.wasm,shift_transformation,1,pipe14,4793,4793,0,0,4,4,2715.36,yes,yes,10.25,ok,22.84,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
4o1u.wasm,4o1u.wasm,eqz_transformation,1,pipe15,4793,4793,0,0,4,4,3015.88,yes,yes,10.25,ok,21.6,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
4o1u.wasm,4o1u.wasm,mba_transformation,1,pipe17,4793,4856,0,0,4,4,2866.27,yes,yes,10.25,ok,16.03,ok,yes,yes,99.71,100.0,yes,no,no,1,yes,,file_not_found
4o1u.wasm,4o1u.wasm,direct_to_indirect,1,pipe12,4793,4904,0,31,4,4,2574.34,yes,yes,10.25,ok,19.79,ok,yes,yes,98.43,100.0,yes,no,no,1,yes,,file_not_found
7o3u.wasm,7o3u.wasm,function_body_cloning,1,pipe3,4968,9873,0,0,4,4,3781.65,yes,yes,20.16,ok,109.65,ok,yes,yes,63.69,100.0,yes,no,no,1,yes,,file_not_found
6o1u.wasm,6o1u.wasm,import_insertion,1,pipe1,4863,4863,0,0,4,4,3135.47,yes,yes,10.52,ok,16.9,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
7o3u.wasm,7o3u.wasm,add_sub_transformation,1,pipe13,4968,4968,0,0,4,4,3498.31,yes,yes,20.16,ok,33.61,ok,yes,yes,99.39,100.0,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,constant_value_splitting,1,pipe18,4933,6897,0,0,4,4,3383.93,yes,yes,10.64,ok,167.39,ok,yes,yes,72.35,100.0,yes,no,no,1,yes,,file_not_found
6o1u.wasm,6o1u.wasm,global_insertion,1,pipe4,4863,4863,0,0,4,4,3139.56,yes,yes,10.52,ok,67.7,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
6o1u.wasm,6o1u.wasm,element_insertion,1,pipe5,4863,5509,0,0,4,4,2979.11,yes,yes,10.52,ok,59.7,ok,yes,yes,97.19,100.0,yes,no,no,1,yes,,file_not_found
6o1u.wasm,6o1u.wasm,data_insertion,1,pipe7,4863,4863,0,0,4,4,2939.23,yes,yes,10.52,ok,41.91,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,nop_insertion,1,pipe9,4933,7387,0,0,4,4,3645.03,yes,yes,21.54,ok,37.33,ok,yes,yes,74.62,100.0,yes,no,no,1,yes,,file_not_found
7o3u.wasm,7o3u.wasm,offset_expansion,1,pipe16,4968,5901,0,0,4,4,2976.01,yes,yes,20.16,ok,37.69,ok,yes,yes,88.11,100.0,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,constant_value_transformation,1,pipe19,4933,7570,0,0,4,4,2940.44,yes,yes,10.64,ok,32.44,ok,yes,yes,79.22,100.0,yes,no,no,1,yes,,file_not_found
6o1u.wasm,6o1u.wasm,export_insertion,1,pipe6,4863,8069,0,0,4,4,2964.35,yes,yes,10.52,ok,56.09,ok,yes,yes,96.22,100.0,yes,no,no,1,yes,,file_not_found
6o1u.wasm,6o1u.wasm,function_sig_insertion,1,pipe0,4863,6061,0,0,4,4,3221.18,yes,yes,10.52,ok,51.78,ok,yes,yes,94.63,100.0,yes,no,no,1,yes,,file_not_found
6o1u.wasm,6o1u.wasm,data_encryption,1,pipe8,4863,5166,0,0,4,4,2963.35,yes,yes,10.52,ok,16.0,ok,yes,yes,97.74,100.0,yes,no,no,1,yes,,file_not_found
6o1u.wasm,6o1u.wasm,shift_transformation,1,pipe14,4863,4863,0,0,4,4,2329.45,yes,yes,10.52,ok,30.85,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
6o1u.wasm,6o1u.wasm,eqz_transformation,1,pipe15,4863,4863,0,0,4,4,3092.59,yes,yes,10.52,ok,64.68,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
6o1u.wasm,6o1u.wasm,mba_transformation,1,pipe17,4863,4926,0,0,4,4,2713.15,yes,yes,10.52,ok,112.32,ok,yes,yes,99.72,100.0,yes,no,no,1,yes,,file_not_found
3o3u.wasm,3o3u.wasm,function_insertion,1,pipe2,4828,26954,0,0,4,4,3972.15,yes,yes,10.18,ok,111.07,ok,yes,yes,27.22,100.0,yes,no,no,1,yes,,file_not_found
4o1u.wasm,4o1u.wasm,function_body_cloning,1,pipe3,4793,9528,0,0,4,4,3290.18,yes,yes,10.25,ok,52.02,ok,yes,yes,65.82,100.0,yes,no,no,1,yes,,file_not_found
4o1u.wasm,4o1u.wasm,add_sub_transformation,1,pipe13,4793,4793,0,0,4,4,2606.32,yes,yes,10.25,ok,22.47,ok,yes,yes,99.38,100.0,yes,no,no,1,yes,,file_not_found
3o1u.wasm,3o1u.wasm,function_insertion,1,pipe2,4757,42789,0,0,4,4,3413.59,yes,yes,26.67,ok,206.83,ok,yes,yes,19.74,100.0,yes,no,no,1,yes,,file_not_found
4o1u.wasm,4o1u.wasm,offset_expansion,1,pipe16,4793,5726,0,0,4,4,2797.18,yes,yes,10.25,ok,14.59,ok,yes,yes,87.88,100.0,yes,no,no,1,yes,,file_not_found
2o2u.wasm,2o2u.wasm,nop_insertion,1,pipe9,4757,7117,0,0,4,4,3858.42,yes,yes,10.32,ok,26.52,ok,yes,yes,74.58,100.0,yes,no,no,1,yes,,file_not_found
7o2u.wasm,7o2u.wasm,function_insertion,1,pipe2,4933,32413,0,0,4,4,3790.87,yes,yes,21.54,ok,107.65,ok,yes,yes,25.02,100.0,yes,no,no,1,yes,,file_not_found
6o1u.wasm,6o1u.wasm,direct_to_indirect,1,pipe12,4863,4998,0,39,4,4,2813.25,yes,yes,10.52,ok,74.14,ok,yes,yes,98.13,100.0,yes,no,no,1,yes,,file_not_found
7o3u.wasm,7o3u.wasm,constant_value_splitting,1,pipe18,4968,6939,0,0,4,4,2902.5,yes,yes,20.16,ok,31.38,ok,yes,yes,72.39,100.0,yes,no,no,1,yes,,file_not_found
7o3u.wasm,7o3u.wasm,constant_value_transformation,1,pipe19,4968,7613,0,0,4,4,2820.69,yes,yes,20.16,ok,142.97,ok,yes,yes,79.27,100.0,yes,no,no,1,yes,,file_not_found
6o1u.wasm,6o1u.wasm,function_body_cloning,1,pipe3,4863,9666,0,0,4,4,3083.3,yes,yes,10.52,ok,79.0,ok,yes,yes,64.99,100.0,yes,no,no,1,yes,,file_not_found
8o1u.wasm,8o1u.wasm,import_insertion,1,pipe1,4933,4933,0,0,4,4,3431.34,yes,yes,9.75,ok,17.92,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
8o1u.wasm,8o1u.wasm,data_encryption,1,pipe8,4933,5236,0,0,4,4,2964.58,yes,yes,9.75,ok,16.8,ok,yes,yes,97.76,100.0,yes,no,no,1,yes,,file_not_found
8o1u.wasm,8o1u.wasm,element_insertion,1,pipe5,4933,5579,0,0,4,4,3577.21,yes,yes,9.75,ok,29.76,ok,yes,yes,97.22,100.0,yes,no,no,1,yes,,file_not_found
8o1u.wasm,8o1u.wasm,global_insertion,1,pipe4,4933,4933,0,0,4,4,3673.19,yes,yes,9.75,ok,57.89,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
8o1u.wasm,8o1u.wasm,function_sig_insertion,1,pipe0,4933,6166,0,0,4,4,3314.31,yes,yes,9.75,ok,113.24,ok,yes,yes,94.58,100.0,yes,no,no,1,yes,,file_not_found
8o1u.wasm,8o1u.wasm,data_insertion,1,pipe7,4933,4933,0,0,4,4,3495.12,yes,yes,9.75,ok,15.25,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
8o1u.wasm,8o1u.wasm,export_insertion,1,pipe6,4933,7826,0,0,4,4,3407.45,yes,yes,9.75,ok,101.28,ok,yes,yes,96.45,100.0,yes,no,no,1,yes,,file_not_found
8o1u.wasm,8o1u.wasm,shift_transformation,1,pipe14,4933,4933,0,0,4,4,3081.43,yes,yes,9.75,ok,14.91,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
8o1u.wasm,8o1u.wasm,eqz_transformation,1,pipe15,4933,4933,0,0,4,4,2809.44,yes,yes,9.75,ok,20.62,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
4o1u.wasm,4o1u.wasm,constant_value_splitting,1,pipe18,4793,6732,0,0,4,4,2370.97,yes,yes,10.25,ok,60.1,ok,yes,yes,72.03,100.0,yes,no,no,1,yes,,file_not_found
8o1u.wasm,8o1u.wasm,mba_transformation,1,pipe17,4933,4996,0,0,4,4,2692.12,yes,yes,9.75,ok,12.67,ok,yes,yes,99.72,100.0,yes,no,no,1,yes,,file_not_found
6o1u.wasm,6o1u.wasm,add_sub_transformation,1,pipe13,4863,4863,0,0,4,4,2877.71,yes,yes,10.52,ok,17.59,ok,yes,yes,99.38,100.0,yes,no,no,1,yes,,file_not_found
6o1u.wasm,6o1u.wasm,offset_expansion,1,pipe16,4863,5796,0,0,4,4,2855.32,yes,yes,10.52,ok,117.42,ok,yes,yes,87.97,100.0,yes,no,no,1,yes,,file_not_found
8o1u.wasm,8o1u.wasm,direct_to_indirect,1,pipe12,4933,5092,0,47,4,4,2823.73,yes,yes,9.75,ok,16.02,ok,yes,yes,97.8,100.0,yes,no,no,1,yes,,file_not_found
4o1u.wasm,4o1u.wasm,constant_value_transformation,1,pipe19,4793,7398,0,0,4,4,2248.69,yes,yes,10.25,ok,69.64,ok,yes,yes,79.08,100.0,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,nop_insertion,1,pipe9,4933,7387,0,0,4,4,3901.52,yes,yes,10.64,ok,14.97,ok,yes,yes,74.62,100.0,yes,no,no,1,yes,,file_not_found
8o2u.wasm,8o2u.wasm,import_insertion,1,pipe1,4968,4968,0,0,4,4,3393.86,yes,yes,10.23,ok,45.6,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
6o3u.wasm,6o3u.wasm,function_insertion,1,pipe2,4933,28426,0,0,4,4,3637.7,yes,yes,10.64,ok,101.82,ok,yes,yes,27.73,100.0,yes,no,no,1,yes,,file_not_found
8o2u.wasm,8o2u.wasm,global_insertion,1,pipe4,4968,4968,0,0,4,4,3390.46,yes,yes,10.23,ok,14.73,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
8o2u.wasm,8o2u.wasm,function_sig_insertion,1,pipe0,4968,6099,0,0,4,4,3442.82,yes,yes,10.23,ok,58.28,ok,yes,yes,94.86,100.0,yes,no,no,1,yes,,file_not_found
8o2u.wasm,8o2u.wasm,data_insertion,1,pipe7,4968,4968,0,0,4,4,3239.22,yes,yes,10.23,ok,14.61,ok,yes,yes,100.0,100.0,yes,no,no,1,yes,,file_not_found
8o2u.wasm,8o2u.wasm,data_encryption,1,pipe8,4968,5271,0,0,4,4,3290.13,yes,yes,10.23,ok,12.21,ok,yes,yes,97.77,100.0,yes,no,no,1,yes,,file_not_found
8o2u.wasm,8o2u.wasm,element_insertion,1,pipe5,4968,5614,0,0,4,4,3496.1,yes,yes,10.23,ok,37.36,ok,yes,yes,97.23,100.0,yes,no,no,1,yes,,file_not_found
