sample,relpath,obfuscation_transformation,mutant_id,size_orig,size_obf,call_ind_orig,call_ind_obf,max_nesting_orig,max_nesting_obf,obf_time,valid_orig,valid_obf,run_time_orig,run_orig,run_time_obf,run_obf,disassembly_ok_orig,disassembly_ok_obf,wat_similarity,cfg_similarity,func_symbols_orig,func_symbols_obf,type_symbols_orig,type_symbols_obf,spec_valid_orig,spec_valid_obf,semantic_equivalence_bool,spec_violation_count,undefined_behavior_risk,spec_errors_orig,spec_errors_obf
sumrec.wasm,origin/sumrec.wasm,shift_transformation,mut14,28232,25598,13,13,4,4,3969.0,yes,yes,38.04,ok,73.84,err,yes,yes,98.32,100.0,61,1,73,73,yes,yes,yes,0,no,,
sumrec.wasm,origin/sumrec.wasm,mba_transformation,mut17,28232,27342,13,13,4,4,3959.2,yes,yes,38.04,ok,207.75,err,yes,yes,95.21,100.0,61,1,73,73,yes,yes,yes,0,no,,
binarysearch.wasm,origin/binarysearch.wasm,offset_expansion,mut16,28652,29463,13,13,4,4,4451.36,yes,yes,37.66,ok,105.15,err,yes,yes,90.01,100.0,60,1,72,72,yes,yes,yes,0,no,,
sumrec.wasm,origin/sumrec.wasm,add_sub_transformation,mut13,28232,25540,13,13,4,4,3293.44,yes,yes,38.04,ok,93.36,err,yes,yes,99.33,100.0,61,1,73,73,yes,yes,yes,0,no,,
pjwhash.wasm,origin/pjwhash.wasm,direct_to_indirect,mut12,28336,26199,13,170,4,4,3674.29,yes,yes,42.78,ok,81.94,err,yes,yes,98.37,100.0,61,1,73,230,yes,yes,yes,0,no,,
1b-4-2-1-0-dc-1-1-0.wasm,origin/1b-4-2-1-0-dc-1-1-0.wasm,constant_value_transformation,mut19,28024,32766,13,13,4,4,5234.61,yes,yes,35.52,ok,97.24,err,yes,yes,85.51,100.0,60,1,72,72,yes,yes,yes,0,no,,
pjwhash.wasm,origin/pjwhash.wasm,data_encryption,mut8,28336,26120,13,13,4,6,3374.41,yes,yes,42.78,ok,176.38,err,yes,yes,97.9,100.0,61,1,73,75,yes,yes,yes,0,no,,
pjwhash.wasm,origin/pjwhash.wasm,constant_value_splitting,mut18,28336,25666,13,13,4,4,4486.34,yes,yes,42.78,ok,63.61,err,yes,yes,99.49,100.0,61,1,73,73,yes,yes,yes,0,no,,
sumrec.wasm,origin/sumrec.wasm,eqz_transformation,mut15,28232,25805,13,13,4,4,3515.55,yes,yes,38.04,ok,79.63,err,yes,yes,98.9,100.0,61,1,73,73,yes,yes,yes,0,no,,
fib.wasm,origin/fib.wasm,function_insertion,mut2,28501,76984,13,13,4,4,3215.18,yes,yes,42.21,ok,255.57,err,yes,yes,46.09,100.0,65,1,77,177,yes,yes,yes,0,no,,
16b-1-1-1-0-dc-1-1-0.wasm,origin/16b-1-1-1-0-dc-1-1-0.wasm,nop_insertion,mut9,28178,35196,13,13,4,4,5690.77,yes,yes,36.5,ok,198.73,err,yes,yes,75.4,100.0,60,1,72,72,yes,yes,yes,0,no,,
1b-1-1-2-1-gt127-0-0-0.wasm,origin/1b-1-1-2-1-gt127-0-0-0.wasm,function_insertion,mut2,28058,79222,13,13,4,4,4132.8,yes,yes,37.03,ok,265.33,err,yes,yes,44.55,100.0,60,1,72,172,yes,yes,yes,0,no,,
